gene_id	uniprot_acc	uniprot_entry	pident	align_length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovs	quality_tier	description	source
Montipora_capitata_HIv3___RNAseq.g24942.t1	Q7L576	CYFP1_HUMAN	61.609	1193	439	8	1342	4893	70	1252	0.0	1439	4902	1253	99	HIGH	Cytoplasmic FMR1-interacting protein 1	SwissProt
Montipora_capitata_HIv3___RNAseq.g24945.t1	Q6NWH0	CK068_DANRE	50.521	192	78	6	460	1008	47	230	7.29e-56	186	1056	249	52	MEDIUM	UPF0696 protein C11orf68 homolog	SwissProt
Montipora_capitata_HIv3___RNAseq.g24974.t1	B2RQR8	ECE2_MOUSE	39.306	692	399	13	229	2280	85	763	1.17e-177	531	2304	763	89	MEDIUM	Endothelin-converting enzyme 2	SwissProt
Montipora_capitata_HIv3___RNAseq.g25047.t1	P24731	AN_NPVAC	27.632	228	137	10	928	1566	48	262	1.80e-07	57.8	1803	419	35	LOW	Alkaline nuclease	SwissProt
Montipora_capitata_HIv3___RNAseq.g25083.t1	O14522	PTPRT_HUMAN	25.223	337	218	8	58	1026	502	818	3.20e-16	84.3	1167	1441	83	LOW	Receptor-type tyrosine-protein phosphatase T	SwissProt
Montipora_capitata_HIv3___RNAseq.g25137.t1	P47970	NPTX2_CAVPO	33.333	183	118	2	151	693	221	401	1.34e-35	134	756	427	72	MEDIUM	Neuronal pentraxin-2	SwissProt
Montipora_capitata_HIv3___RNAseq.g25143.t1	P47970	NPTX2_CAVPO	32.240	183	120	2	100	642	221	401	1.32e-34	131	729	427	74	MEDIUM	Neuronal pentraxin-2	SwissProt
Montipora_capitata_HIv3___RNAseq.g25176.t1	O70244	CUBN_RAT	30.151	398	218	18	121	1293	1291	1635	9.16e-27	119	1608	3623	74	MEDIUM	Cubilin	SwissProt
Montipora_capitata_HIv3___RNAseq.g25591.t1	Q16720	AT2B3_HUMAN	40.210	572	317	11	1951	3645	508	1061	1.24e-115	394	3864	1220	89	HIGH	Plasma membrane calcium-transporting ATPase 3	SwissProt
Montipora_capitata_HIv3___RNAseq.g26051.t1	P98133	FBN1_BOVIN	42.609	115	64	2	2140	2484	1322	1434	5.19e-16	87.4	2658	2871	18	LOW	Fibrillin-1	SwissProt
Montipora_capitata_HIv3___RNAseq.g26412.t1	A6H603	NWD1_MOUSE	31.848	920	566	24	496	3177	4	888	4.16e-100	360	5253	1563	51	MEDIUM	NACHT domain- and WD repeat-containing protein 1	SwissProt
Montipora_capitata_HIv3___RNAseq.g26525.t1	Q8VHK7	HDGF_RAT	56.977	86	34	2	16	270	13	96	6.96e-16	79.7	1134	237	22	LOW	Hepatoma-derived growth factor	SwissProt
Montipora_capitata_HIv3___RNAseq.g26562.t1	Q8RB32	GDPD_CALS4	33.889	180	109	4	157	696	2	171	8.37e-19	88.2	1155	243	47	LOW	Glycerophosphodiester phosphodiesterase	SwissProt
Montipora_capitata_HIv3___RNAseq.g26580.t1	Q2KIK0	SGT1_BOVIN	55.906	127	48	2	1	378	219	338	4.36e-32	118	387	338	98	HIGH	Protein SGT1 homolog	SwissProt
Montipora_capitata_HIv3___RNAseq.g26595.t1	A2AAE1	BLTP1_MOUSE	33.785	2507	1288	74	7588	14613	2693	4992	0.0	1058	14646	5005	82	MEDIUM	Bridge-like lipid transfer protein family member 1	SwissProt
Montipora_capitata_HIv3___TS.g9841.t2	O70511	ANK3_RAT	35.612	278	161	3	244	1077	448	707	3.81e-37	148	1278	2622	67	MEDIUM	Ankyrin-3	SwissProt
Montipora_capitata_HIv3___RNAseq.g26644.t1	P70191	TRAF5_MOUSE	36.047	172	102	4	277	780	384	551	4.75e-27	112	792	558	64	MEDIUM	TNF receptor-associated factor 5	SwissProt
Montipora_capitata_HIv3___RNAseq.g26661.t1	Q0DAE4	GRXC8_ORYSJ	53.571	56	26	0	643	810	74	129	1.24e-13	69.7	831	136	20	LOW	Glutaredoxin-C8	SwissProt
Montipora_capitata_HIv3___RNAseq.g26700.t1	Q95LI2	VITRN_BOVIN	27.313	227	146	9	130	792	430	643	4.24e-11	66.6	840	652	79	LOW	Vitrin	SwissProt
Montipora_capitata_HIv3___RNAseq.g26824.t1	Q8H569	AKT3_ORYSJ	37.624	101	60	2	1	300	538	636	4.78e-08	52.8	321	907	93	LOW	Potassium channel AKT3	SwissProt
Montipora_capitata_HIv3___TS.g10096.t1	Q9Y5X5	NPFF2_HUMAN	26.115	314	191	9	94	951	148	448	2.60e-22	101	1062	522	81	LOW	Neuropeptide FF receptor 2	SwissProt
Montipora_capitata_HIv3___RNAseq.g26860.t1	Q8WTJ4	UBXN6_CAEEL	28.440	109	67	3	22	324	150	255	9.79e-07	52.0	615	437	49	LOW	UBX domain-containing protein 6	SwissProt
Montipora_capitata_HIv3___RNAseq.g26867.t1	Q5E9N5	CLPB_BOVIN	56.367	589	235	5	109	1812	84	671	0.0	620	1830	677	93	HIGH	Mitochondrial disaggregase	SwissProt
Montipora_capitata_HIv3___RNAseq.g26900.t1	Q4L235	ACSF4_HUMAN	31.828	930	505	18	436	3111	254	1092	1.96e-133	434	3123	1098	99	MEDIUM	Beta-alanine-activating enzyme	SwissProt
Montipora_capitata_HIv3___RNAseq.g26955.t1	P98133	FBN1_BOVIN	50.476	105	50	2	2028	2339	1342	1445	3.54e-19	97.4	2355	2871	17	LOW	Fibrillin-1	SwissProt
Montipora_capitata_HIv3___TS.g10359.t4b	Q5E9U6	WNT16_BOVIN	44.000	300	148	4	1	879	76	362	2.66e-87	268	882	362	99	HIGH	Protein Wnt-16	SwissProt
Montipora_capitata_HIv3___RNAseq.g27127.t1	P35556	FBN2_HUMAN	30.616	2760	1330	136	3610	11031	274	2734	0.0	673	14502	2912	66	MEDIUM	Fibrillin-2	SwissProt
Montipora_capitata_HIv3___TS.g10979.t1	Q9P2E3	ZNFX1_HUMAN	39.055	1841	970	38	145	5412	139	1912	0.0	1192	5445	1918	97	MEDIUM	NFX1-type zinc finger-containing protein 1	SwissProt
Montipora_capitata_HIv3___TS.g11205.t1	A0A2P1BRQ0	CTXA_SCOPL	40.455	220	130	1	295	954	79	297	7.54e-44	174	3444	702	19	LOW	Cytolytic toxin-alpha	SwissProt
Montipora_capitata_HIv3___RNAseq.g16025.t1	P11309	PIM1_HUMAN	47.458	295	144	4	298	1173	5	291	3.77e-87	271	1308	313	67	HIGH	Serine/threonine-protein kinase pim-1	SwissProt
Montipora_capitata_HIv3___TS.g11505.t1	Q02858	TIE2_MOUSE	31.857	474	256	13	1300	2574	638	1093	1.96e-56	214	2619	1122	49	LOW	Angiopoietin-1 receptor	SwissProt
Montipora_capitata_HIv3___RNAseq.g16256.t1	Q8K2J9	BTBD6_MOUSE	33.641	434	273	6	19	1305	115	538	2.08e-80	261	1317	539	98	MEDIUM	BTB/POZ domain-containing protein 6	SwissProt
Montipora_capitata_HIv3___RNAseq.g16474.t1	A0A974H8H3	DICRL_XENLA	34.366	1065	570	23	85	2928	34	1086	1.02e-157	529	4671	1891	88	MEDIUM	Endoribonuclease Dicer-L	SwissProt
Montipora_capitata_HIv3___TS.g11775.t2	Q7RTR2	NLRC3_HUMAN	41.714	175	100	1	343	861	684	858	5.14e-23	107	1569	1065	35	LOW	NLR family CARD domain-containing protein 3	SwissProt
Montipora_capitata_HIv3___TS.g12045.t2	B7WFQ1	USOM2_ACRMI	53.982	226	95	2	82	732	245	470	1.61e-60	207	1212	505	58	MEDIUM	Uncharacterized skeletal organic matrix protein 2	SwissProt
Montipora_capitata_HIv3___RNAseq.g18018.t1	Q8WXS8	ATS14_HUMAN	50.000	58	25	1	454	627	553	606	6.40e-12	70.5	1041	1223	17	LOW	A disintegrin and metalloproteinase with thrombospondin motifs 14	SwissProt
Montipora_capitata_HIv3___TS.g13432.t1	F1R8P4	GLRA2_DANRE	34.444	270	165	7	2413	3204	175	438	4.47e-35	143	3207	449	25	LOW	Glycine receptor subunit alpha-2	SwissProt
Montipora_capitata_HIv3___RNAseq.g18203.t1	P39428	TRAF1_MOUSE	33.562	146	86	4	217	633	262	403	4.51e-18	85.1	648	409	64	MEDIUM	TNF receptor-associated factor 1	SwissProt
Montipora_capitata_HIv3___TS.g13490.t3	Q3UG20	KMT2E_MOUSE	35.169	472	239	10	316	1542	118	585	1.18e-60	233	4176	1868	29	LOW	Inactive histone-lysine N-methyltransferase 2E	SwissProt
Montipora_capitata_HIv3___TS.g13493.t1	Q5R930	MSRB3_PONAB	52.597	154	72	1	25	483	35	188	9.77e-58	182	507	190	91	HIGH	Methionine-R-sulfoxide reductase B3	SwissProt
Montipora_capitata_HIv3___RNAseq.g18391.t1	P48416	CP10_LYMST	31.873	502	308	11	121	1590	65	544	2.08e-72	243	1596	545	92	MEDIUM	Cytochrome P450 10	SwissProt
Montipora_capitata_HIv3___RNAseq.g18395.t1	Q5RCP3	LSM8_PONAB	76.042	96	23	0	73	360	1	96	1.92e-49	155	363	96	79	HIGH	U6 snRNA-associated Sm-like protein LSm8	SwissProt
Montipora_capitata_HIv3___RNAseq.g18595.t1	Q60613	AA2AR_MOUSE	33.742	163	94	4	79	546	3	158	3.72e-11	69.3	1854	410	25	LOW	Adenosine receptor A2a	SwissProt
Montipora_capitata_HIv3___RNAseq.g18596.t1	Q90632	MOT3_CHICK	26.244	442	279	6	163	1368	19	453	3.50e-33	135	1455	542	83	LOW	Monocarboxylate transporter 3	SwissProt
Montipora_capitata_HIv3___RNAseq.g44445.t1	Q3ZBG9	PLS2_BOVIN	62.232	233	88	0	40	738	59	291	3.44e-97	289	741	293	94	HIGH	Phospholipid scramblase 2	SwissProt
Montipora_capitata_HIv3___RNAseq.g44497.t1	Q9C0G6	DYH6_HUMAN	34.259	108	23	1	7	186	3565	3672	3.62e-15	65.1	252	4158	92	MEDIUM	Dynein axonemal heavy chain 6	SwissProt
Montipora_capitata_HIv3___RNAseq.g44498.t1	Q9C0G6	DYH6_HUMAN	44.262	61	34	0	286	468	2932	2992	6.41e-06	50.1	624	4158	29	LOW	Dynein axonemal heavy chain 6	SwissProt
Montipora_capitata_HIv3___RNAseq.g44519.t1	Q6TMK4	POXA_DICDI	34.351	524	303	14	2530	4056	21	518	3.07e-86	295	4101	531	37	LOW	Peroxinectin A	SwissProt
Montipora_capitata_HIv3___RNAseq.g44539.t1	Q29121	GALT1_PIG	48.039	510	247	9	184	1680	49	551	2.29e-160	472	1728	559	87	HIGH	Polypeptide N-acetylgalactosaminyltransferase 1	SwissProt
Montipora_capitata_HIv3___RNAseq.g44562.t1	I3J7Q8	HISAT_ORENI	38.202	89	55	0	4	270	19	107	5.92e-14	74.7	912	337	29	LOW	Histidine N-acetyltransferase	SwissProt
Montipora_capitata_HIv3___RNAseq.g44702.t1	P03360	POL_AVIRE	31.718	227	131	12	277	927	812	1024	7.23e-12	73.6	2508	1152	26	LOW	Gag-Pol polyprotein (Fragment)	SwissProt
Montipora_capitata_HIv3___TS.g45844.t2b	P0DXC0	CGLR3_STYPI	41.935	341	191	5	70	1077	2	340	6.40e-78	256	2181	340	89	HIGH	Cyclic GMP-AMP synthase-like receptor 3	SwissProt
Montipora_capitata_HIv3___RNAseq.g44719.t1	Q8NCC3	PAG15_HUMAN	42.037	383	205	6	112	1242	39	410	7.50e-106	322	1245	412	91	HIGH	Lysosomal phospholipase A and acyltransferase	SwissProt
Montipora_capitata_HIv3___RNAseq.g44775.t1	Q0EEE2	PTHD3_MOUSE	27.948	848	541	25	304	2718	86	906	1.49e-72	261	2844	906	85	LOW	Patched domain-containing protein 3	SwissProt
Montipora_capitata_HIv3___RNAseq.g44783.t1	P0DXC0	CGLR3_STYPI	53.372	341	149	4	31	1041	5	339	1.66e-119	351	1047	340	97	HIGH	Cyclic GMP-AMP synthase-like receptor 3	SwissProt
Montipora_capitata_HIv3___RNAseq.g44785.t1	P0DXC0	CGLR3_STYPI	48.991	347	163	5	220	1248	3	339	4.07e-104	317	1479	340	70	HIGH	Cyclic GMP-AMP synthase-like receptor 3	SwissProt
Montipora_capitata_HIv3___RNAseq.g44814.t1	Q9XTA5	HIF1A_BOVIN	40.548	365	197	6	208	1263	7	364	3.08e-76	265	2181	823	48	LOW	Hypoxia-inducible factor 1-alpha	SwissProt
Montipora_capitata_HIv3___TS.g45983.t1	Q09811	HUS2_SCHPO	30.612	196	114	5	865	1449	680	854	2.50e-13	77.0	1659	1328	35	LOW	ATP-dependent DNA helicase hus2/rqh1	SwissProt
Montipora_capitata_HIv3___RNAseq.g44960.t2	P70191	TRAF5_MOUSE	26.306	555	305	16	4	1638	29	489	1.35e-48	181	1749	558	93	LOW	TNF receptor-associated factor 5	SwissProt
Montipora_capitata_HIv3___RNAseq.21467_t	O00463	TRAF5_HUMAN	25.592	633	352	21	4	1881	29	549	1.87e-47	178	1902	557	99	LOW	TNF receptor-associated factor 5	SwissProt
Montipora_capitata_HIv3___TS.g46096.t1	Q60803	TRAF3_MOUSE	25.241	519	307	11	4	1464	36	505	8.20e-36	147	3147	567	98	LOW	TNF receptor-associated factor 3	SwissProt
Montipora_capitata_HIv3___TS.g46166.t1	Q26636	CATL_SARPE	59.936	312	116	3	307	1215	28	339	9.90e-136	395	1218	339	75	HIGH	Cathepsin L	SwissProt
Montipora_capitata_HIv3___RNAseq.g45041.t1	P77234	YBEQ_ECOLI	30.417	240	144	9	73	765	53	278	2.33e-10	65.9	1734	325	40	LOW	Sel1-repeat-containing protein YbeQ	SwissProt
Montipora_capitata_HIv3___RNAseq.g45042.t1	A0A2J6RX17	NLRN_HYAVF	27.013	385	227	16	37	1107	323	681	4.32e-18	94.4	3660	990	29	LOW	Nucleotide-binding leucine-rich repeat (NLR)-like protein	SwissProt
Montipora_capitata_HIv3___RNAseq.g45051.t1	B2RY50	ODAD2_MOUSE	44.044	638	316	4	706	2619	438	1034	1.59e-156	489	2658	1037	72	HIGH	Outer dynein arm-docking complex subunit 2	SwissProt
Montipora_capitata_HIv3___TS.g46192.t3	P32242	OTX1_HUMAN	51.449	138	37	4	64	477	8	115	6.75e-32	124	819	354	51	MEDIUM	Homeobox protein OTX1	SwissProt
Montipora_capitata_HIv3___RNAseq.g45083.t2	Q8BMI4	GEN_MOUSE	40.726	248	99	2	1	606	1	246	6.09e-54	196	1284	908	76	HIGH	Flap endonuclease GEN homolog 1	SwissProt
Montipora_capitata_HIv3___RNAseq.g45106.t1	Q4R9C4	G2E3_MACFA	29.859	355	214	8	769	1815	367	692	1.61e-42	166	1836	706	57	LOW	G2/M phase-specific E3 ubiquitin-protein ligase	SwissProt
Montipora_capitata_HIv3___TS.g46469.t1	Q8AV57	SDK2_CHICK	23.663	1103	672	38	2773	5796	688	1715	6.72e-43	177	7230	2177	42	LOW	Protein sidekick-2	SwissProt
Montipora_capitata_HIv3___RNAseq.g45361.t1	Q4R794	S35F5_MACFA	53.053	262	119	3	1	777	160	420	7.01e-58	194	837	432	93	HIGH	Solute carrier family 35 member F5	SwissProt
Montipora_capitata_HIv3___RNAseq.g45417.t1	P97402	GCNT2_MOUSE	36.615	325	192	5	1684	2652	71	383	4.72e-61	218	3612	401	72	MEDIUM	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase	SwissProt
Montipora_capitata_HIv3___RNAseq.g45527.t1	Q15542	TAF5_HUMAN	55.684	607	265	3	205	2019	195	799	0.0	672	2028	800	89	HIGH	Transcription initiation factor TFIID subunit 5	SwissProt
Montipora_capitata_HIv3___RNAseq.g401.t1	O46392	CO1A2_CANLF	35.429	350	199	7	5014	6024	1030	1365	1.21e-59	231	6030	1366	60	MEDIUM	Collagen alpha-2(I) chain	SwissProt
Montipora_capitata_HIv3___RNAseq.g403.t1	Q3U821	WDR75_MOUSE	33.372	863	509	21	34	2547	6	827	5.58e-131	415	2565	830	98	MEDIUM	WD repeat-containing protein 75	SwissProt
Montipora_capitata_HIv3___RNAseq.g408.t1	Q80ZA0	ITL1B_MOUSE	43.396	53	30	0	544	702	39	91	5.37e-06	51.6	1209	313	13	LOW	Intelectin-1b	SwissProt
Montipora_capitata_HIv3___RNAseq.g422.t1	B3EWY9	MLP_ACRMI	29.143	1074	644	34	2443	5484	345	1361	1.16e-118	419	6732	1594	60	LOW	Mucin-like protein (Fragment)	SwissProt
Montipora_capitata_HIv3___RNAseq.g658.t1	Q99728	BARD1_HUMAN	39.005	382	204	5	1474	2619	421	773	2.38e-81	281	2631	777	44	LOW	BRCA1-associated RING domain protein 1	SwissProt
Montipora_capitata_HIv3___RNAseq.g663.t1	Q3USZ8	DIK2A_MOUSE	30.532	357	201	13	190	1134	55	406	2.59e-39	149	1209	430	78	MEDIUM	Divergent protein kinase domain 2A	SwissProt
Montipora_capitata_HIv3___RNAseq.g668.t1	P55011	S12A2_HUMAN	38.947	475	222	15	76	1335	751	1212	9.60e-96	315	1338	1212	94	MEDIUM	Solute carrier family 12 member 2	SwissProt
Montipora_capitata_HIv3___RNAseq.g702.t1	Q7RTR2	NLRC3_HUMAN	39.259	405	186	3	10	1224	665	1009	2.60e-49	184	1311	1065	99	MEDIUM	NLR family CARD domain-containing protein 3	SwissProt
Montipora_capitata_HIv3___RNAseq.g1066.t1	P35187	SGS1_YEAST	28.604	444	244	13	91	1356	679	1071	3.19e-42	166	1692	1447	75	LOW	ATP-dependent helicase SGS1	SwissProt
Montipora_capitata_HIv3___RNAseq.g1174.t1	Q5R7L8	BL1S1_PONAB	61.864	118	45	0	1	354	29	146	1.98e-47	152	384	153	92	HIGH	Biogenesis of lysosome-related organelles complex 1 subunit 1	SwissProt
Montipora_capitata_HIv3___RNAseq.g1392.t1	P60889	CBX7_RAT	47.059	51	26	1	106	255	9	59	8.65e-06	47.8	675	158	22	LOW	Chromobox protein homolog 7	SwissProt
Montipora_capitata_HIv3___RNAseq.g1559.t1	Q5RA50	F124A_PONAB	27.715	267	174	5	46	834	26	277	8.86e-25	108	1041	546	76	LOW	Protein FAM124A	SwissProt
Montipora_capitata_HIv3___TS.g39186.t1	B0BN95	HARB1_RAT	31.250	240	159	3	307	1014	66	303	1.02e-31	126	1167	349	61	MEDIUM	Putative nuclease HARBI1	SwissProt
Montipora_capitata_HIv3___RNAseq.g1705.t1	F4JTS8	NOV_ARATH	27.923	1497	855	44	1225	5376	642	2027	3.53e-119	423	5406	2729	88	LOW	Protein NO VEIN	SwissProt
Montipora_capitata_HIv3___RNAseq.g2152.t1	Q9W0T1	NU301_DROME	26.104	249	140	10	2041	2691	2253	2489	5.42e-11	70.9	2700	2669	24	LOW	Nucleosome-remodeling factor subunit NURF301	SwissProt
Montipora_capitata_HIv3___RNAseq.g2355.t1	Q8I7P9	POL5_DROME	34.667	375	222	10	25	1092	110	480	5.66e-49	191	2439	1003	69	MEDIUM	Retrovirus-related Pol polyprotein from transposon opus	SwissProt
Montipora_capitata_HIv3___RNAseq.g2559.t1a	D3ZGQ5	NEK8_RAT	54.302	709	287	8	1	2085	1	686	0.0	723	2103	698	99	HIGH	Serine/threonine-protein kinase Nek8	SwissProt
Montipora_capitata_HIv3___RNAseq.g2567.t1	Q9JLC8	SACS_MOUSE	32.130	4597	2653	138	25	13026	89	4481	0.0	1997	13230	4582	98	MEDIUM	Sacsin	SwissProt
Montipora_capitata_HIv3___RNAseq.g2578.t1	Q9JLC8	SACS_MOUSE	34.417	1723	987	51	232	5169	89	1745	0.0	835	5316	4582	93	MEDIUM	Sacsin	SwissProt
Montipora_capitata_HIv3___RNAseq.g2640.t1a	Q61830	MRC1_MOUSE	31.228	285	171	8	400	1197	209	487	4.38e-35	148	2595	1456	46	LOW	Macrophage mannose receptor 1	SwissProt
Montipora_capitata_HIv3___RNAseq.g2796.t1	Q09575	YRD6_CAEEL	30.667	225	137	7	337	966	815	1035	1.13e-13	77.0	1215	1268	52	MEDIUM	Uncharacterized protein K02A2.6	SwissProt
Montipora_capitata_HIv3___TS.g40519.t3	P54277	PMS1_HUMAN	44.125	383	195	5	1	1110	1	377	1.45e-91	317	3174	932	60	HIGH	PMS1 protein homolog 1	SwissProt
Montipora_capitata_HIv3___RNAseq.g3041.t1	P16157	ANK1_HUMAN	32.050	727	476	8	469	2631	72	786	1.38e-77	283	3192	1881	72	MEDIUM	Ankyrin-1	SwissProt
Montipora_capitata_HIv3___RNAseq.g3049.t1	P16157	ANK1_HUMAN	27.740	584	362	11	637	2340	76	615	1.97e-42	171	2382	1881	72	LOW	Ankyrin-1	SwissProt
Montipora_capitata_HIv3___RNAseq.g3053.t1	Q502K3	ANR52_DANRE	27.112	1018	622	17	2950	5808	11	973	2.28e-78	287	6150	1071	64	LOW	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C	SwissProt
Montipora_capitata_HIv3___TS.g40633.t1	A6NMZ7	CO6A6_HUMAN	24.917	1200	801	34	571	3996	27	1184	1.95e-57	228	23757	2263	99	LOW	Collagen alpha-6(VI) chain	SwissProt
Montipora_capitata_HIv3___TS.g40634.t1	B3EWZ3	CADN_ACRMI	43.041	388	184	4	4866	5930	158	541	1.84e-80	300	9429	1675	73	HIGH	Coadhesin (Fragment)	SwissProt
Montipora_capitata_HIv3___RNAseq.g3112.t1	P20645	MPRD_HUMAN	41.667	72	42	0	589	804	175	246	1.67e-06	52.0	855	277	25	LOW	Cation-dependent mannose-6-phosphate receptor	SwissProt
Montipora_capitata_HIv3___TS.g40750.t4	Q5SF07	IF2B2_MOUSE	29.327	416	255	12	649	1866	186	572	8.51e-28	122	1914	592	64	LOW	Insulin-like growth factor 2 mRNA-binding protein 2	SwissProt
Montipora_capitata_HIv3___RNAseq.g3284.t1	P31907	HOXX_BRADU	37.128	571	312	16	127	1803	1	536	2.54e-98	314	1809	566	93	MEDIUM	Hydrogenase maturation factor HoxX	SwissProt
Montipora_capitata_HIv3___TS.g40898.t1a	Q54T82	Y1931_DICDI	24.074	162	80	4	97	570	550	672	3.78e-06	54.3	1992	1211	24	LOW	Putative leucine-rich repeat-containing protein DDB_G0281931	SwissProt
Montipora_capitata_HIv3___RNAseq.g3374.t1	Q921L8	GLT11_MOUSE	52.190	548	244	9	199	1794	61	606	0.0	570	1806	608	88	HIGH	Polypeptide N-acetylgalactosaminyltransferase 11	SwissProt
Montipora_capitata_HIv3___TS.g40937.t3b	Q9DBC0	SELO_MOUSE	45.930	516	234	7	115	1647	157	632	2.28e-138	421	1797	667	85	HIGH	Protein adenylyltransferase SelO, mitochondrial	SwissProt
Montipora_capitata_HIv3___RNAseq.g8826.t1	Q496Y0	LONF3_HUMAN	29.346	627	354	14	376	2130	158	737	5.12e-82	280	2196	759	80	LOW	LON peptidase N-terminal domain and RING finger protein 3	SwissProt
Montipora_capitata_HIv3___RNAseq.g8836.t1	Q8NCG5	CHST4_HUMAN	27.424	361	221	10	214	1212	29	376	1.87e-32	129	1251	386	80	LOW	Carbohydrate sulfotransferase 4	SwissProt
Montipora_capitata_HIv3___RNAseq.g8858.t1	Q8BR93	HARB1_MOUSE	35.652	115	69	2	13	348	193	305	3.90e-07	51.6	474	349	71	LOW	Putative nuclease HARBI1	SwissProt
Montipora_capitata_HIv3___RNAseq.g8867.t2	Q8VDP6	CDIPT_MOUSE	57.143	224	80	3	82	750	3	211	2.63e-82	248	762	213	88	HIGH	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	SwissProt
Montipora_capitata_HIv3___RNAseq.g8869.t1	F8J3H2	HOLE_PSEX7	28.425	292	180	11	169	1023	25	294	6.58e-26	108	1026	294	83	LOW	Holothin acyltransferase	SwissProt
Montipora_capitata_HIv3___RNAseq.g8971.t1	P22455	FGFR4_HUMAN	31.768	362	199	13	169	1203	20	350	9.79e-40	154	1242	802	83	MEDIUM	Fibroblast growth factor receptor 4	SwissProt
Montipora_capitata_HIv3___RNAseq.g9026.t1	Q2XWK0	SVOP_XENLA	42.772	505	269	6	4	1476	21	519	8.38e-138	411	1482	548	99	HIGH	Synaptic vesicle 2-related protein	SwissProt
Montipora_capitata_HIv3___RNAseq.g9027.t1	Q6GME2	CK054_XENLA	50.799	313	148	3	34	954	4	316	6.12e-117	343	957	316	96	HIGH	Ester hydrolase C11orf54 homolog	SwissProt
Montipora_capitata_HIv3___RNAseq.g9060.t1	Q9ER35	FN3K_MOUSE	55.276	199	81	1	37	609	110	308	7.83e-81	246	627	309	91	HIGH	Fructosamine-3-kinase	SwissProt
Montipora_capitata_HIv3___RNAseq.g9087.t1	Q6JQN1	ACD10_HUMAN	47.880	401	201	3	40	1218	17	417	1.34e-107	343	1242	1059	95	HIGH	Acyl-CoA dehydrogenase family member 10	SwissProt
Montipora_capitata_HIv3___TS.g41895.t1	Q505D1	ANR28_MOUSE	28.244	262	169	6	145	927	45	288	2.34e-18	90.1	1056	1053	85	LOW	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	SwissProt
Montipora_capitata_HIv3___RNAseq.g9239.t1	Q96BD0	SO4A1_HUMAN	33.489	642	386	12	13	1887	80	697	3.41e-102	330	1983	722	95	MEDIUM	Solute carrier organic anion transporter family member 4A1	SwissProt
Montipora_capitata_HIv3___RNAseq.g9307.t1	Q9WVT6	CAH14_MOUSE	39.929	283	147	9	19	825	5	278	1.09e-54	186	1092	337	74	MEDIUM	Carbonic anhydrase 14	SwissProt
Montipora_capitata_HIv3___TS.g42117.t1	Q9WVT6	CAH14_MOUSE	39.576	283	148	9	166	972	5	278	1.06e-53	184	1194	337	68	MEDIUM	Carbonic anhydrase 14	SwissProt
Montipora_capitata_HIv3___RNAseq.g9338.t1	Q9H6F5	CCD86_HUMAN	51.327	113	54	1	31	366	230	342	1.55e-13	68.9	369	360	91	MEDIUM	Coiled-coil domain-containing protein 86	SwissProt
Montipora_capitata_HIv3___RNAseq.g9384.t1	Q7RTR2	NLRC3_HUMAN	43.223	391	209	13	4	1176	678	1055	1.13e-48	182	1356	1065	91	HIGH	NLR family CARD domain-containing protein 3	SwissProt
Montipora_capitata_HIv3___RNAseq.g9561.t1	Q04799	FMO5_RABIT	51.633	490	225	5	4	1455	5	488	0.0	529	1605	533	90	HIGH	Flavin-containing monooxygenase 5	SwissProt
Montipora_capitata_HIv3___TS.g42596.t1	Q9C0G6	DYH6_HUMAN	63.043	46	17	0	832	969	2565	2610	5.36e-13	74.3	1050	4158	13	LOW	Dynein axonemal heavy chain 6	SwissProt
Montipora_capitata_HIv3___RNAseq.g10176.t1	Q10914	GLR2_CAEEL	31.132	424	198	10	22	1014	498	920	1.57e-50	186	1278	977	78	MEDIUM	Glutamate receptor 2	SwissProt
Montipora_capitata_HIv3___RNAseq.g10510.t1	O23082	CRK44_ARATH	29.327	208	123	8	973	1572	62	253	9.50e-12	70.5	1695	379	35	LOW	Cysteine-rich receptor-like protein kinase 44	SwissProt
Montipora_capitata_HIv3___RNAseq.g10739.t1	Q09811	HUS2_SCHPO	30.372	349	191	13	1	1014	539	846	4.69e-32	134	1404	1328	72	MEDIUM	ATP-dependent DNA helicase hus2/rqh1	SwissProt
Montipora_capitata_HIv3___TS.g44059.t3	Q9XWZ2	ACD11_CAEEL	48.174	575	271	7	151	1842	23	581	0.0	548	2088	617	81	HIGH	Acyl-CoA dehydrogenase family member 11	SwissProt
Montipora_capitata_HIv3___RNAseq.g11214.t1	P68266	GLTP_PIG	44.390	205	106	4	19	609	5	209	2.77e-52	170	612	209	97	HIGH	Glycolipid transfer protein	SwissProt
Montipora_capitata_HIv3___TS.g44069.t1	P68266	GLTP_PIG	42.326	215	106	5	19	639	5	209	3.84e-49	162	642	209	97	HIGH	Glycolipid transfer protein	SwissProt
Montipora_capitata_HIv3___TS.g44077.t1	Q5F4A1	G2E3_CHICK	20.492	366	257	15	1276	2349	400	739	2.26e-06	55.1	2364	742	45	LOW	G2/M phase-specific E3 ubiquitin-protein ligase	SwissProt
